theme,themeurl,author,journal,jrurl,year,cites,downloads
ScvO2及PaCO2联合乳酸值监测在心力衰竭患者病情判断的应用价值,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C6830C6C94640BEEC2600,李菲菲,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,0
老年胃癌患者腹腔镜手术治疗效果及免疫球蛋白、T淋巴细胞亚群的变化观察,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5FA860998C2D553AB2FB050C588B1B9E780DEB579A711DD7,樊华,《中国医刊》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgyk,2018,0,3
微小RNA-21对过敏性紫癜患儿B细胞白细胞介素10表达的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF7A9510DA3B1383EEB2FB050C588B1B9E3F57F8094D9C5543,罗颖,《中华儿科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhek,2018,0,1
结核分枝杆菌?特异性多肽E7诱导单核?巨噬细胞向M2型分化的信号通路,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF04D63BBE5B9D58353939C0F816A7655BCFA16C95A85FD9A0,孟慧杰,《中华结核和呼吸杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhjhhhx,2018,0,1
文化取向、环境信念与生态消费行为——基于人口特征差异的比较分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5C9CFE2D0D387519B5E07D394865882FF227262109DC92A60032146A44C7FDAE,芈凌云,《南京工业大学学报（社会科学版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=njgydxxb-shkxb,2018,0,1
转基因溶瘤性单纯疱疹病毒对人鼻咽癌细胞裸鼠皮下种植瘤的治疗作用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AE5A532AE3FE2DC191A5060938A8C5EE1D2BD3DCC8A6FF4,胡攀,《中华临床医师杂志（电子版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhlcyszz,2018,0,15
重症肺炎诱发急性呼吸窘迫综合征患者血清Ang-1、vWF及APACHEⅡ的变化及意义,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C68307CEF439C8E95F0B3,田景霞,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,2
基于TCGA数据库挖掘UBE2C在肾透明细胞癌中的表达及预后意义,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA9BF22E6EC338EDFA1753DBAE479719334909F9427904DF0,苗裔,《现代肿瘤医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxzlyx,2018,0,10
依兰·维恩莱特和穆沙·杜布对“迦南妇女”故事的女性主义解读,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF02533FF11BCF97348FEC2739709BBFBB4DF7E9981DBD5D4B,张春,《圣经文学研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sjwxyj,2018,0,6
绝经后2型糖尿病定量CT测量骨密度值与腹内脂肪含量的相关性研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AE5A532AE3FE2DC191A5060938A8C5EBC5CC6E74CAF0437,杨燕英,《中华临床医师杂志（电子版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhlcyszz,2018,0,7
老年上消化道穿孔术后早期肠内营养与肠外营养的临床效果比较,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA72CB9F1A261E44BB8,葛华,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,3
布地奈德联合辛伐他汀对COPD大鼠肺组织NE及YKL-40表达的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6F310126597A05092906E45B8BF4E1B0C7DBB55ED3B6BC73,杨丽霞,《临床肺科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcfkzz,2018,0,10
米粉中γ-六六六农药残留盲样考核的结果分析和整改措施,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C721C0F55CFB23304AB201677D17A0C195,陈科,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,2
活血化瘀利水汤治疗挫伤性前房积血继发性青光眼疗效及对患者视力状况影响的研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF68EE84558EB571A9A5C11E91C65A73624244D5287E7FC830,陈燕,《陕西中医》,g.wanfangdata.com.cn/perio/detail.do?perio_id=shanxzy,2018,0,0
加味桔梗枳壳汤治疗老年反流性食管炎疗效及对患者生活质量影响的研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF68EE84558EB571A9A5C11E91C65A73627305E99C0954D138,张春铭,《陕西中医》,g.wanfangdata.com.cn/perio/detail.do?perio_id=shanxzy,2018,0,0
益气活血法在改善急性缺血性脑卒中侧支循环应用中的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF68EE84558EB571A9A5C11E91C65A7362972BFEE34957D365,李青,《陕西中医》,g.wanfangdata.com.cn/perio/detail.do?perio_id=shanxzy,2018,0,2
实时荧光PCR法与环介导等温扩增法检测食品中动物源性成分的比较,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C73D87186A74BAF44EB201677D17A0C195,李娟,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,10
逍遥丸治疗盆腔炎疗效及对患者SOD、MDA、白介素族水平影响的研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF68EE84558EB571A9A5C11E91C65A7362D5FAC4C91851AAC9,段杨平,《陕西中医》,g.wanfangdata.com.cn/perio/detail.do?perio_id=shanxzy,2018,0,0
补肾壮骨汤联合依托考昔治疗老年膝骨性关节炎疗效及对患者骨代谢指标影响的研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF68EE84558EB571A9A5C11E91C65A7362F2EC7205AC7DE04C,杨飞,《陕西中医》,g.wanfangdata.com.cn/perio/detail.do?perio_id=shanxzy,2018,0,0
间期荧光原位杂交技术在604例B细胞淋巴瘤中的诊断价值分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF81D485AEF20F960506A60905AD3060E8B7C6438E2DCAB156,陈敏,《中华病理学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhblx,2018,0,0
实时三维子宫输卵管超声造影时间参数在评价不孕女性输卵管通畅性中的初步应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF77C767851B43F20E66F4285A6716F557C908AC74989928DF,邵春娟,《肿瘤影像学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=shyxyx,2018,0,0
中性粒/淋巴细胞比值在正常人群及不同分期膀胱尿路上皮癌患者中的意义,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA9BF22E6EC338EDFA1753DBAE4797193EBDAF969A9A91E03,刘汉超,《现代肿瘤医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxzlyx,2018,0,1
不完全消解-同位素稀释-电感耦合等离子体质谱法测定茶叶中铅的含量,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C730F63F2BFB9305EEB201677D17A0C195,刘岚松,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,7
术前髂筋膜间隙阻滞持续镇痛对老年髋部骨折患者术后认知功能的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFFD355777A913F3E95157B1407C8AE72F20CE79BA55E7B0FA,邹鲁,《河北医科大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=hbykdxxb,2018,0,0
KLF5与NF-κB p50相互作用促进高糖诱导的血管平滑肌细胞炎症,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFFD355777A913F3E95157B1407C8AE72F270A61952EA17772,张曼莉,《河北医科大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=hbykdxxb,2018,0,0
超声引导颈神经通路阻滞联合喉罩全麻在甲状腺手术中的应用效果,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AA970885987492A3D06C8E552496D50C77EFBBEE45EA618,陈凤萍,《广西医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gxyx,2018,0,64
低分子肝素联合物理方法预防老年髋关节置换围术期下肢深静脉血栓形成的效果观察,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA75F65F3EFB8830D07,王跃华,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,1
根除幽门螺杆菌对2型糖尿病患者血糖控制和机体微炎症反应的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA719D7F0E3F4421F3D,徐晶,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,4
雷珠单抗对视网膜中央静脉阻塞继发黄斑水肿患者黄斑区视网膜血流参数的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA702615084BA5EA656,许畅,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,0
PDT联合雷珠单抗对PCV合并玻璃体积血患者视力和术后并发症的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFD7F76A4A71348011780AFAE6E17ED9BDBE68CAB708AD0D98,阎静,《国际眼科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=mzgjykzz,2018,0,0
"子宫下段""一""字压迫缝合术治疗前置胎盘下段出血的临床效果",g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5FA860998C2D553AB2FB050C588B1B9EC2C1A994C952F6FB,王巧花,《中国医刊》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgyk,2018,0,0
川芎嗪对慢性阻塞性肺疾病急性加重期患者炎症因子和血清肌酐的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C68308F27386768F17959,王相海,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,0
低分子肝素钠治疗D-二聚体升高的老年慢性阻塞性肺疾病急性加重疗效分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C6830112B8055B3394031,周晓霞,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,0
软式内镜操控机器人YunSRobot对上消化道仿真模型的远程内镜检查研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFDAE003C39F61B1C4B2FB050C588B1B9E6CA2C4279682CE19,闫斌,《中华内科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhnk,2018,0,0
内镜辅助下颌下腺腺门和腺内结石不同取石方法的探讨,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF65A9961BCB642CA9BDB692EA4D71672411C6070D8617F4F4,赵雅宁,《中华口腔医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhkqyx,2018,0,0
基于100％ 可再生聚三亚甲基醚二元醇聚氨酯水凝胶的合成与性能,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF89C06ED2E9E6390BFBC1D8FAFC95405EE8384B6030F68C58,刁森森,《功能高分子学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gngfzxb,2018,0,94
CTA联合CTU在小肾癌患者后腹腔镜保留肾单位手术中的应用研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8D5C5194DF10F9C62473CD765BD1336499CCAFB3AE41F369,王振潮,《癌症进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=azjz,2018,0,1
布地奈德雾化吸入对支气管哮喘小鼠肺组织NF-κB及OSM表达的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6F310126597A05092906E45B8BF4E1B05652E1A616D1F2EB,高亚丰,《临床肺科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcfkzz,2018,0,11
冠状动脉支架置入1年后联合应用阿司匹林及小剂量氯吡格雷的有效性分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5FA860998C2D553AB2FB050C588B1B9E6BC5024E238A90BB,莫小雄,《中国医刊》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgyk,2018,0,1
不同强度耐力运动影响高脂诱导肥胖模型小鼠血清Irisin含量、骨骼肌PGC-1α、FNDC5、PPARδ蛋白的表达,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D2D087DCCA660FE9A69A6E8F419CA7651,苏坤霞,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,10
链条式综合性护理干预措施对肿瘤患者PICC置管的效果分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFFD355777A913F3E90402DBAC73A2EACFB30D60EE1F6C9025,张秀霞,《河北医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=hbyy,2018,0,0
呼出气体丙酮浓度在射血分数降低的心力衰竭患者诊断中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFB3F9E61E89479C411CA5C93AFBF39F043EF40C285EF37807,王晶,《中国心血管病研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgxxgbyj,2018,0,0
基于文献计量学的PBL教学法研究现状分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFBE8D7EE2BE954C42DC9258006B225A8D42C1599D0B5E27B5,李胜,《中华医学教育探索杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=yxjyts,2018,0,4
PBL联合LBL在肿瘤诊断教学中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFBE8D7EE2BE954C42DC9258006B225A8DAFC51D081FB318B5,杨聚豪,《中华医学教育探索杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=yxjyts,2018,0,0
EBM-PBL在呼吸科临床教学中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFBE8D7EE2BE954C42DC9258006B225A8D19B9BDD7E09B0448,王坚苗,《中华医学教育探索杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=yxjyts,2018,0,0
"生命观念视角下""动物的发育""教学设计",g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFAB920B81A08DAB2C1153DD3F0A2CA768668F447A5DEB2A77,吴文清,《生物学教学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=swxjx,2018,0,4
右美托咪定对糖尿病患者行下肢止血带手术炎症反应、胰岛素抵抗及心肌损伤的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFFD355777A913F3E95157B1407C8AE72FA19F488255F06FD7,王莉,《河北医科大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=hbykdxxb,2018,0,1
白细胞介素4 rs2070874基因多态性与H.pylori感染及胃癌易感性的关系,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFFD355777A913F3E95157B1407C8AE72F4E37FEAED6880E31,郭欣,《河北医科大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=hbykdxxb,2018,0,0
非小细胞肺癌液基细胞学标本用于分子检测前的评估体系及表皮生长因子受体突变状态检测,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF81D485AEF20F960506A60905AD3060E80460DB8A90FFAFD9,吴伟,《中华病理学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhblx,2018,0,0
卵巢癌术前新辅助化疗疗效及对组织CA-125、CD146、SP70的表达影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8E5E9A775627469C2191012DAE6BDB273023B470ADDD7AAA,姬荣伟,《陕西医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxyxzz,2018,0,0
益脑增智针法联合康复训练治疗脑瘫患儿临床疗效及对精细运动功能和智力发育的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6E942FE58A4CFEEB54EF8DC58B2AC23AE8DAF62C9AA776AA,蔡志军,《中国中医药信息杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgzyyxxzz,2018,0,0
罗哌卡因联合利多卡因对超声引导下腋路臂丛神经阻滞麻醉的临床效果观察,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5FA860998C2D553AB2FB050C588B1B9E1C36051D9262E0D8,左晓春,《中国医刊》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgyk,2018,0,0
术后放疗治疗时间延长对ⅢA、N2期非小细胞肺癌患者预后的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AA970885987492A3D06C8E552496D50DE50B0080CE7B951,聂豪,《广西医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gxyx,2018,0,210
茶园中草甘膦在靶标杂草和非靶标茶树中的吸收、转运、分布和代谢,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C7930AC4007AD008D7B201677D17A0C195,唐杏燕,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,11
